faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,Target
8,343.0,317,0.31419,3651.8,4579.2,8.9821,27.209,42.097,2691.0,75.865,120.4,0.33944,79.101,48.631,2622.1,25.843,48.389,3072.2,22.637,69.472,318.46,351.73,94.733,76.461,33.595,9.2284,26.006,6.8557,18.002,1.6842,35.149,14.007,23.264,1.1908,17.572,2.2921,4.8663,2.3663,0.021288,0.7033,0.085801,54.303,44.032,63.303,54.894,31.068,58.258,25.156,39.638,34.073,42.807,73.201,40.509,19.112,1
8,343.0,318,0.31408,3680.3,4579.9,9.023,27.087,41.84,2686.7,75.759,120.4,0.344,79.278,50.619,2617.6,27.376,49.674,3067.6,22.239,69.286,314.91,351.64,94.648,76.774,33.595,9.2284,26.006,6.8557,18.002,1.6842,35.149,14.007,23.264,1.1908,17.572,2.2921,4.8663,2.3663,0.021288,0.7033,0.085801,54.303,44.032,62.814,54.886,31.079,59.609,25.21,39.081,39.92,45.779,72.214,41.316,20.062,1
8,343.0,319,0.29379,3690.3,4615.1,8.9905,26.533,41.97,2683.1,75.0,120.4,0.32958,79.62,48.692,2614.6,26.436,50.264,3064.2,24.201,69.207,313.09,350.96,94.694,77.181,33.637,9.0384,25.465,6.9242,18.082,1.6666,34.685,14.065,22.504,1.3141,17.242,2.304,4.8301,2.1802,0.021288,0.7033,0.085801,54.303,44.032,63.027,54.554,28.682,58.094,24.855,38.814,34.25,47.146,71.072,41.306,15.363,1
8,343.0,320,0.29185,3688.4,4524.0,8.9446,27.037,41.842,2681.2,75.499,120.42,0.33367,80.073,48.563,2611.6,24.546,51.113,3063.9,23.68,69.217,307.46,350.52,94.643,77.361,33.637,9.0384,25.465,6.9242,18.082,1.6666,34.685,14.065,22.504,1.3141,17.242,2.304,4.8301,2.1802,0.021288,0.7033,0.085801,54.303,44.032,63.06,55.644,28.873,59.645,24.778,38.315,33.87,49.11,70.265,40.873,16.565,1
8,343.0,321,0.27594,3666.6,4567.4,8.8584,26.941,42.474,2676.5,75.314,120.39,0.33563,80.285,50.151,2607.2,22.181,50.14,3060.2,22.951,69.25,303.22,349.61,94.614,77.404,33.381,9.2927,25.151,6.8106,18.153,1.7262,34.871,14.265,22.114,1.1981,17.658,2.337,4.8221,2.165,0.024887,0.74221,0.092917,54.065,44.722,62.826,55.052,26.712,59.822,24.4,39.933,38.545,46.859,69.182,40.664,18.263,1
8,343.0,322,0.27197,3648.0,4573.6,8.8669,26.725,42.176,2670.8,76.029,120.4,0.34175,80.345,50.867,2600.4,24.527,51.384,3055.2,22.925,69.251,302.46,348.72,94.81,77.104,33.381,9.2927,25.151,6.8106,18.153,1.7262,34.871,14.265,22.114,1.1981,17.658,2.337,4.8221,2.165,0.024887,0.74221,0.092917,54.065,44.722,63.146,54.979,27.103,58.976,23.724,39.186,40.653,49.738,67.874,40.987,18.325,1
8,343.0,323,0.28472,3700.0,4624.3,8.8765,26.799,42.176,2663.4,75.949,120.41,0.36193,80.294,50.32,2592.8,26.242,50.538,3051.1,23.033,69.189,297.45,347.54,94.831,76.999,33.63,9.0559,25.106,6.9182,18.176,1.6962,34.806,14.059,21.824,1.1297,18.833,2.2946,4.9707,2.42,0.024887,0.74221,0.092917,54.065,44.722,63.262,54.307,28.023,59.763,23.143,42.604,39.041,47.779,66.949,41.531,18.075,1
8,343.0,324,0.28406,3687.2,4609.2,8.9636,26.81,42.284,2657.3,75.96,120.38,0.36169,80.18,50.647,2585.4,26.051,50.937,3046.6,22.983,69.034,293.32,345.77,94.893,76.56,33.63,9.0559,25.106,6.9182,18.176,1.6962,34.806,14.059,21.824,1.1297,18.833,2.2946,4.9707,2.42,0.024887,0.74221,0.092917,54.065,44.722,63.483,54.488,28.088,59.137,22.361,42.635,40.004,48.703,65.956,40.379,18.242,1
8,343.0,325,0.2494,3665.3,4592.1,9.0697,26.659,42.165,2656.7,76.387,120.38,0.33904,80.582,49.614,2585.6,24.534,50.995,3045.0,24.082,68.897,287.9,344.82,95.025,77.602,33.463,9.0535,24.748,7.0232,18.909,1.7287,34.714,14.041,21.363,1.1861,18.574,2.361,4.9166,2.3931,0.024887,0.74221,0.092917,54.065,44.722,62.933,54.738,24.055,58.161,22.677,40.363,36.965,48.836,65.084,39.881,15.551,1
8,343.0,326,0.24595,3648.3,4593.2,9.0355,26.695,42.286,2656.7,74.941,120.37,0.33804,81.143,51.973,2586.3,26.204,51.462,3049.6,23.889,68.915,287.1,342.25,94.871,78.319,33.463,9.0535,24.748,7.0232,18.909,1.7287,34.714,14.041,21.363,1.1861,18.574,2.361,4.9166,2.3931,0.0067767,0.76854,0.09317,53.727,43.789,63.225,54.726,24.394,57.978,21.929,40.485,43.906,49.918,64.588,40.135,15.903,1
8,343.0,327,0.2509,3656.9,4494.9,8.771,26.596,41.909,2656.8,75.166,120.4,0.33705,81.585,49.363,2585.5,25.713,51.177,3051.4,22.498,69.046,284.33,340.3,95.108,77.737,33.21,9.1515,24.867,6.9229,18.858,1.6972,34.988,14.251,21.254,1.2075,18.395,2.3527,4.9481,2.3857,0.0067767,0.76854,0.09317,53.727,43.789,62.072,54.144,24.313,58.559,21.373,40.46,36.227,49.259,63.81,40.396,19.18,1
8,343.0,328,0.24937,3635.8,4471.2,9.0386,26.531,41.818,2653.3,75.775,120.36,0.33577,81.533,50.929,2581.1,24.949,50.813,3052.2,23.942,69.084,278.61,337.91,95.049,77.574,33.21,9.1515,24.867,6.9229,18.858,1.6972,34.988,14.251,21.254,1.2075,18.395,2.3527,4.9481,2.3857,0.0067767,0.76854,0.09317,53.727,43.789,62.435,54.427,24.463,58.704,20.349,40.616,40.835,48.416,63.295,38.273,15.727,1
8,343.0,329,0.26123,3657.0,4543.2,9.0798,26.589,42.215,2649.8,75.13,120.4,0.36163,81.341,49.552,2577.2,23.105,48.585,3050.6,22.997,69.015,277.95,336.1,95.225,77.317,32.419,9.101,25.12,6.9886,18.954,1.7806,34.026,14.128,21.31,1.4061,19.218,2.3915,5.1443,2.38,0.0067767,0.76854,0.09317,53.727,43.789,62.863,53.671,25.757,60.562,20.07,43.575,36.781,43.258,62.337,39.646,17.976,1
8,343.0,330,0.26166,3678.3,4532.2,9.0094,26.676,41.79,2648.6,74.992,120.39,0.35934,81.273,51.231,2576.4,25.522,50.052,3051.0,23.273,68.849,274.87,334.26,95.224,77.303,32.419,9.101,25.12,6.9886,18.954,1.7806,34.026,14.128,21.31,1.4061,19.218,2.3915,5.1443,2.38,0.0067767,0.76854,0.09317,53.727,43.789,62.498,53.804,25.715,59.694,19.69,43.854,41.723,46.654,61.603,39.685,17.326,1
8,343.0,331,0.33242,3626.5,4567.9,8.971,26.851,42.113,2650.5,75.27,120.39,0.34383,81.262,50.411,2575.6,26.875,50.883,3056.2,23.256,68.726,272.5,332.06,95.306,77.462,32.232,9.2868,25.424,6.8673,19.045,1.6938,33.079,14.013,21.508,1.2393,19.32,2.3684,5.1494,2.3921,0.011451,0.79728,0.09827,53.887,43.986,62.743,53.118,32.519,61.304,19.017,42.987,39.308,48.578,61.341,39.917,17.355,1
8,343.0,332,0.33079,3677.9,4522.5,9.1112,26.667,42.162,2655.1,74.629,120.41,0.34419,81.633,50.338,2580.8,24.908,50.734,3063.6,22.513,68.643,271.88,329.92,95.247,77.957,32.232,9.2868,25.424,6.8673,19.045,1.6938,33.079,14.013,21.508,1.2393,19.32,2.3684,5.1494,2.3921,0.011451,0.79728,0.09827,53.887,43.986,61.858,53.662,32.679,61.478,18.53,42.943,39.096,48.232,60.626,39.481,19.05,1
8,343.0,333,0.35041,3670.7,4451.2,9.2253,27.264,42.562,2658.5,75.23,120.42,0.33659,81.775,48.679,2585.0,25.451,50.29,3070.0,22.763,68.636,268.02,328.73,95.117,78.131,31.815,9.1138,25.263,6.9254,19.347,1.7363,32.622,14.049,21.964,1.3812,19.632,2.35,5.0978,2.4423,0.011451,0.79728,0.09827,53.887,43.986,63.002,54.256,34.026,57.984,18.567,41.167,34.212,47.205,60.2,40.419,18.422,1
8,343.0,334,0.34884,3632.5,4460.5,9.0881,27.003,42.127,2661.9,74.878,120.42,0.33716,81.804,49.166,2587.6,25.019,49.381,3073.2,23.66,68.606,266.8,327.81,95.088,77.701,31.815,9.1138,25.263,6.9254,19.347,1.7363,32.622,14.049,21.964,1.3812,19.632,2.35,5.0978,2.4423,0.011451,0.79728,0.09827,53.887,43.986,63.661,54.145,34.18,60.937,18.473,41.098,35.646,45.101,59.537,40.154,16.293,1
8,343.0,335,0.39057,3673.1,4473.2,9.2168,26.358,42.198,2663.3,74.267,120.43,0.34017,81.701,48.286,2589.6,26.371,50.031,3077.2,22.236,68.515,262.72,326.52,95.124,77.533,31.403,9.2356,25.702,7.0352,19.486,1.7416,32.276,14.07,23.001,1.374,20.142,2.3532,5.2049,2.3753,0.011451,0.79728,0.09827,53.887,43.986,62.439,53.179,38.342,56.649,17.749,41.997,33.056,46.606,59.135,40.493,19.679,1
8,343.0,336,0.38739,3641.0,4437.7,9.2022,26.645,42.314,2663.7,74.726,120.4,0.34262,81.437,49.373,2589.9,26.974,50.061,3079.8,23.937,68.376,264.24,325.44,95.201,77.343,31.403,9.2356,25.702,7.0352,19.486,1.7416,32.276,14.07,23.001,1.374,20.142,2.3532,5.2049,2.3753,0.0236,0.79831,0.092215,53.412,42.94,62.991,53.604,38.655,58.623,17.467,41.698,36.253,46.676,58.883,39.665,15.66,1
8,343.0,337,0.43794,3619.0,4440.1,9.1101,26.642,42.045,2669.0,73.442,120.44,0.34226,81.437,49.638,2593.9,24.98,50.719,3084.2,23.146,68.235,264.6,324.99,95.133,77.759,31.185,9.0748,26.516,6.8036,19.094,1.7797,31.414,14.022,23.066,1.2906,19.963,2.3618,5.1938,2.4393,0.0236,0.79831,0.092215,53.412,42.94,62.315,53.126,42.708,59.431,17.434,42.659,37.034,48.199,58.378,40.599,17.512,1
8,343.0,338,0.43596,3619.3,4455.3,9.1894,26.997,42.404,2674.9,74.485,120.38,0.34189,81.649,50.469,2600.5,25.136,51.036,3092.5,23.111,68.144,264.24,324.43,95.195,78.118,31.185,9.0748,26.516,6.8036,19.094,1.7797,31.414,14.022,23.066,1.2906,19.963,2.3618,5.1938,2.4393,0.0236,0.79831,0.092215,53.412,42.94,62.309,52.944,42.902,61.215,17.575,42.704,39.481,48.933,57.94,39.412,17.545,1
8,343.0,339,0.46769,3674.9,4443.9,9.2442,26.86,42.472,2683.9,73.254,120.45,0.33818,81.838,51.42,2608.8,25.564,51.589,3100.9,22.788,68.117,261.76,324.89,94.824,78.176,31.149,8.9979,26.02,6.8829,19.844,1.7303,31.132,13.963,23.031,1.4866,19.968,2.3714,5.1541,2.4391,0.0236,0.79831,0.092215,53.412,42.94,63.347,53.956,45.756,59.31,17.7,42.191,42.279,50.211,57.689,41.204,18.278,1
8,343.0,340,0.46773,3682.2,4523.5,9.088,27.098,42.566,2688.4,75.254,120.44,0.34072,81.804,49.168,2613.4,24.307,49.54,3106.3,21.664,68.103,258.91,324.55,94.789,78.0,31.149,8.9979,26.02,6.8829,19.844,1.7303,31.132,13.963,23.031,1.4866,19.968,2.3714,5.1541,2.4391,0.0236,0.79831,0.092215,53.412,42.94,63.222,53.003,45.751,59.404,17.898,41.881,35.652,45.468,57.472,40.452,20.925,1
8,343.0,341,0.47897,3701.6,4385.3,9.4095,26.849,42.191,2686.9,74.583,120.43,0.33346,81.267,51.84,2611.5,25.202,49.998,3106.8,22.23,67.991,257.09,324.16,94.895,77.083,30.46,9.0087,26.19,6.8165,19.579,1.7141,30.803,13.957,23.991,1.3542,19.974,2.3438,5.1618,2.4039,0.024513,0.81926,0.085051,55.162,44.184,62.23,52.701,47.423,58.134,17.368,41.459,43.514,46.529,57.127,41.148,19.667,1
8,343.0,342,0.48036,3659.6,4416.9,9.2512,27.042,42.884,2688.2,74.027,120.41,0.33481,80.917,49.608,2613.8,27.082,50.348,3106.0,22.74,67.761,259.17,325.0,94.791,77.181,30.46,9.0087,26.19,6.8165,19.579,1.7141,30.803,13.957,23.991,1.3542,19.974,2.3438,5.1618,2.4039,0.024513,0.81926,0.085051,55.162,44.184,62.952,52.323,47.286,61.145,17.952,41.293,36.948,47.338,56.473,40.351,18.478,1
8,343.0,343,0.56163,3686.2,4398.9,9.2389,26.547,42.417,2694.7,74.738,120.44,0.33457,80.934,47.971,2619.9,23.463,49.886,3110.9,23.037,67.594,259.2,325.91,94.809,77.34,30.35,8.8754,27.088,6.7959,19.291,1.6521,30.046,13.84,24.688,1.4321,19.868,2.3159,5.0741,2.4861,0.024513,0.81926,0.085051,55.162,44.184,63.106,53.033,55.229,60.218,17.991,41.362,32.129,46.27,56.007,40.985,17.778,1
8,343.0,344,0.56229,3645.7,4414.4,9.2021,26.958,42.178,2696.1,73.625,120.41,0.33476,80.709,52.081,2621.4,23.641,50.326,3112.7,22.173,67.431,260.0,326.77,94.566,77.214,30.35,8.8754,27.088,6.7959,19.291,1.6521,30.046,13.84,24.688,1.4321,19.868,2.3159,5.0741,2.4861,0.024513,0.81926,0.085051,55.162,44.184,63.803,52.847,55.164,59.331,18.241,41.339,44.223,47.289,55.478,40.518,19.865,1
8,343.0,345,0.58988,3665.3,4428.7,9.1852,26.794,42.47,2700.6,75.436,120.46,0.32382,80.751,49.88,2626.2,24.975,50.892,3115.6,23.056,67.305,258.38,327.96,94.57,77.673,31.015,8.7695,27.749,6.7192,19.849,1.6606,30.624,13.826,24.593,1.2672,20.112,2.3398,4.993,2.4294,0.024513,0.81926,0.085051,55.162,44.184,63.719,53.271,58.19,60.364,18.697,39.642,37.747,48.598,55.17,41.316,17.755,1
8,343.0,346,0.59046,3673.5,4439.9,9.1417,26.786,42.243,2705.9,73.174,120.44,0.3258,80.939,50.847,2631.7,24.084,48.692,3118.4,22.332,67.257,257.03,330.01,94.324,77.581,31.015,8.7695,27.749,6.7192,19.849,1.6606,30.624,13.826,24.593,1.2672,20.112,2.3398,4.993,2.4294,0.018326,0.81895,0.07663,54.943,43.439,63.578,53.138,58.133,60.569,19.103,39.401,40.591,43.506,55.324,41.558,19.468,1
8,343.0,347,0.54241,3698.4,4354.4,9.2511,26.646,42.437,2704.1,74.203,120.46,0.3239,80.674,49.975,2631.3,25.084,51.506,3115.5,22.233,67.213,257.55,331.45,94.313,77.197,30.84,9.0155,26.584,6.9494,19.298,1.6828,30.508,13.654,25.278,1.4083,19.891,2.3679,4.9239,2.3013,0.018326,0.81895,0.07663,54.943,43.439,63.941,52.657,53.302,59.087,19.577,39.266,38.027,50.018,55.038,42.13,19.739,1
8,343.0,348,0.54026,3720.1,4399.9,9.1673,27.022,42.26,2698.9,74.717,120.42,0.32504,80.205,49.153,2626.2,25.734,49.5,3108.6,22.007,67.095,258.88,333.27,94.282,76.876,30.84,9.0155,26.584,6.9494,19.298,1.6828,30.508,13.654,25.278,1.4083,19.891,2.3679,4.9239,2.3013,0.018326,0.81895,0.07663,54.943,43.439,63.567,52.113,53.514,60.604,19.877,39.127,35.608,45.377,54.685,41.347,20.338,1
8,343.0,349,0.57243,3650.0,4396.6,9.0862,26.706,42.409,2699.2,74.748,120.44,0.30655,80.054,51.769,2626.9,25.402,48.507,3105.2,23.051,66.933,256.27,335.14,94.286,77.139,31.624,8.8927,26.97,6.8279,20.029,1.6775,30.99,13.726,24.416,1.4192,19.992,2.3649,4.9639,2.3053,0.018326,0.81895,0.07663,54.943,43.439,62.799,53.371,56.253,60.786,20.527,36.658,43.304,43.08,54.696,41.968,17.887,1
8,343.0,350,0.57076,3670.2,4457.7,9.1988,26.779,42.75,2701.3,74.864,120.39,0.3065,80.173,50.158,2629.4,24.979,50.259,3104.5,22.519,66.808,255.36,337.44,94.368,77.308,31.624,8.8927,26.97,6.8279,20.029,1.6775,30.99,13.726,24.416,1.4192,19.992,2.3649,4.9639,2.3053,0.018326,0.81895,0.07663,54.943,43.439,62.452,52.639,56.417,58.869,21.223,36.664,38.566,47.133,54.555,41.369,19.153,1
8,343.0,351,0.50667,3654.1,4358.8,9.2173,27.145,42.684,2701.3,75.36,120.43,0.3155,80.22,50.739,2629.9,24.876,49.663,3102.9,21.927,66.783,256.38,339.4,94.139,77.249,31.518,8.6404,26.199,6.8839,19.077,1.7198,31.928,13.822,24.417,1.2599,19.465,2.2848,4.9556,2.363,0.010441,0.84778,0.10086,53.853,43.319,63.788,51.879,49.766,61.326,21.689,37.315,40.276,45.755,54.205,42.029,20.569,1
8,343.0,352,0.50474,3694.0,4374.9,9.3132,26.866,42.246,2700.6,74.587,120.39,0.31661,80.177,51.247,2629.9,25.135,48.976,3097.2,22.647,66.742,255.65,342.08,94.28,77.29,31.518,8.6404,26.199,6.8839,19.077,1.7198,31.928,13.822,24.417,1.2599,19.465,2.2848,4.9556,2.363,0.010441,0.84778,0.10086,53.853,43.319,63.101,51.687,49.956,61.671,22.36,37.179,41.77,44.164,54.03,41.518,18.866,1
8,343.0,353,0.52271,3656.4,4423.0,9.3329,26.612,43.033,2697.6,74.747,120.4,0.32569,80.104,50.235,2627.1,26.274,50.248,3094.7,22.522,66.749,254.69,343.24,94.159,77.207,32.507,8.6618,26.083,6.8816,18.69,1.6805,32.695,13.812,23.571,1.0818,19.283,2.3066,4.9662,2.2613,0.010441,0.84778,0.10086,53.853,43.319,63.282,53.315,51.46,59.934,22.278,38.545,38.792,47.107,53.878,42.314,19.174,1
8,343.0,354,0.52317,3691.9,4453.1,9.213,27.072,42.81,2696.0,73.805,120.39,0.32461,79.872,50.805,2625.2,25.588,50.676,3089.4,22.211,66.687,254.19,345.21,94.256,76.839,32.507,8.6618,26.083,6.8816,18.69,1.6805,32.695,13.812,23.571,1.0818,19.283,2.3066,4.9662,2.2613,0.010441,0.84778,0.10086,53.853,43.319,62.669,52.955,51.415,60.478,22.975,38.677,40.469,48.099,53.689,41.492,19.969,1
8,343.0,355,0.42966,3633.9,4494.7,9.281,26.809,42.513,2692.1,74.877,120.4,0.32609,79.622,51.57,2621.7,25.119,49.607,3083.0,22.486,66.58,252.25,347.0,94.259,76.749,32.625,8.86,25.517,6.7397,18.869,1.7237,33.533,13.782,23.218,1.3075,19.141,2.3123,4.8151,2.2696,0.010441,0.84778,0.10086,53.853,43.319,63.687,53.39,42.149,59.243,23.438,38.24,42.719,45.625,53.634,42.132,19.356,1
8,343.0,356,0.42914,3657.1,4482.7,9.246,26.778,42.403,2690.7,74.843,120.38,0.32439,79.668,50.139,2620.9,25.976,49.923,3079.5,22.258,66.507,256.37,348.56,94.376,77.029,32.625,8.86,25.517,6.7397,18.869,1.7237,33.533,13.782,23.218,1.3075,19.141,2.3123,4.8151,2.2696,0.011769,0.86612,0.1002,53.653,43.469,63.289,53.533,42.2,58.229,23.606,38.447,38.51,46.355,53.773,41.692,19.903,1
8,343.0,357,0.41523,3690.3,4447.8,9.28,26.974,42.148,2691.1,74.994,120.4,0.32346,79.91,49.979,2621.7,26.585,50.266,3078.0,22.154,66.512,255.24,349.46,94.146,77.389,33.272,8.7678,25.271,6.8912,18.881,1.6874,33.912,13.969,22.535,1.2322,19.111,2.3617,4.9459,2.2676,0.011769,0.86612,0.1002,53.653,43.469,64.029,53.511,40.563,61.839,24.196,37.72,38.039,47.15,53.966,41.707,20.122,1
8,343.0,358,0.41294,3713.8,4442.6,9.2579,27.112,42.147,2690.5,74.338,120.42,0.32493,80.094,48.809,2621.0,25.158,50.176,3075.9,23.013,66.592,254.91,350.01,94.11,77.687,33.272,8.7678,25.271,6.8912,18.881,1.6874,33.912,13.969,22.535,1.2322,19.111,2.3617,4.9459,2.2676,0.011769,0.86612,0.1002,53.653,43.469,63.624,53.573,40.789,61.008,24.405,37.54,34.594,46.941,54.08,42.439,18.051,1
8,343.0,359,0.34197,3659.3,4450.3,9.2418,26.754,42.318,2686.7,74.332,120.4,0.34413,80.322,49.665,2617.2,27.529,49.681,3072.7,23.062,66.722,253.04,350.85,94.134,77.379,34.042,9.1328,24.761,6.7211,18.785,1.6996,34.628,13.82,22.522,1.2428,18.692,2.3461,4.7192,2.256,0.011769,0.86612,0.1002,53.653,43.469,63.297,53.434,33.894,60.766,24.287,40.27,37.113,45.795,54.324,42.345,17.925,1
8,343.0,360,0.34392,3685.1,4459.9,9.0814,26.974,42.262,2682.4,73.502,120.39,0.34544,80.209,49.766,2613.1,25.461,49.971,3065.7,23.196,66.824,255.36,351.81,94.318,76.969,34.042,9.1328,24.761,6.7211,18.785,1.6996,34.628,13.82,22.522,1.2428,18.692,2.3461,4.7192,2.256,0.011769,0.86612,0.1002,53.653,43.469,62.852,53.32,33.703,62.929,24.479,40.11,37.412,46.466,54.192,41.97,17.625,1
8,343.0,361,0.25558,3750.2,4428.0,9.187,26.796,42.524,2676.4,74.81,120.4,0.32601,80.031,51.421,2606.8,25.043,51.886,3059.5,23.606,66.854,258.14,352.82,94.286,76.921,33.923,9.1286,24.892,7.0354,18.868,1.7214,34.921,14.089,21.513,1.2212,18.263,2.3401,4.8111,2.2896,0.026785,0.83978,0.10295,54.946,43.301,63.295,53.927,24.74,59.617,24.437,38.587,42.282,50.899,54.528,41.196,16.665,1
8,343.0,362,0.25445,3745.7,4497.0,9.1762,26.911,42.574,2672.3,74.659,120.39,0.33076,80.02,48.877,2603.2,25.138,50.221,3054.7,23.702,66.843,257.1,352.88,94.336,77.266,33.923,9.1286,24.892,7.0354,18.868,1.7214,34.921,14.089,21.513,1.2212,18.263,2.3401,4.8111,2.2896,0.026785,0.83978,0.10295,54.946,43.301,63.373,53.101,24.852,62.153,24.548,38.007,34.794,47.045,54.918,42.119,16.415,1
8,343.0,363,0.24651,3637.6,4467.5,9.3264,26.994,42.461,2667.1,74.371,120.36,0.36089,80.046,50.944,2597.2,27.023,52.715,3047.5,22.632,66.877,259.06,354.09,94.362,77.197,34.095,8.9633,24.094,6.9492,18.537,1.7407,35.407,14.144,21.349,1.1462,18.6,2.329,4.9791,2.305,0.026785,0.83978,0.10295,54.946,43.301,62.48,53.242,24.222,61.631,24.658,41.753,40.879,52.817,55.041,40.49,18.97,1
8,343.0,364,0.24584,3618.7,4455.9,9.2316,26.621,42.426,2665.4,74.342,120.37,0.35962,80.25,50.912,2596.7,23.389,49.534,3045.5,23.885,66.907,258.92,353.93,94.63,77.482,34.095,8.9633,24.094,6.9492,18.537,1.7407,35.407,14.144,21.349,1.1462,18.6,2.329,4.9791,2.305,0.026785,0.83978,0.10295,54.946,43.301,62.806,53.381,24.288,62.419,24.873,41.907,40.783,45.455,55.348,41.306,15.967,1
8,343.0,365,0.21038,3657.0,4515.5,9.4559,26.572,42.643,2663.5,74.183,120.36,0.3668,80.311,49.877,2595.3,26.306,49.895,3043.3,23.476,66.975,258.67,354.31,94.46,77.672,34.429,9.0855,23.985,7.0147,18.435,1.7476,35.828,14.332,20.568,1.3239,18.59,2.3735,4.9218,2.2766,0.026785,0.83978,0.10295,54.946,43.301,62.799,53.493,20.775,60.554,24.818,42.937,37.738,46.291,55.661,40.156,16.918,1
8,343.0,366,0.21087,3660.4,4493.0,9.289,27.108,42.392,2662.6,74.538,120.39,0.36696,80.394,52.811,2594.3,25.416,49.026,3041.5,22.7,67.054,259.83,355.13,94.64,77.384,34.429,9.0855,23.985,7.0147,18.435,1.7476,35.828,14.332,20.568,1.3239,18.59,2.3735,4.9218,2.2766,0.023148,0.82876,0.10491,54.195,43.59,62.739,53.763,20.726,61.152,25.225,42.917,46.373,44.28,55.202,41.726,18.771,1
8,343.0,367,0.15749,3631.3,4517.9,9.4039,26.987,42.757,2660.1,73.403,120.36,0.39034,80.409,50.806,2591.2,25.75,50.524,3038.4,23.697,67.095,257.85,355.64,94.469,77.441,34.447,9.0603,24.16,6.8142,18.944,1.7016,36.222,14.214,20.115,1.2085,18.969,2.3434,4.9211,2.4464,0.023148,0.82876,0.10491,54.195,43.59,62.573,53.763,15.378,60.603,25.344,45.688,40.473,47.747,55.387,41.437,16.392,1
8,343.0,368,0.15502,3622.7,4510.2,9.5263,26.806,42.364,2659.3,74.437,120.39,0.3938,80.599,51.782,2590.8,25.63,49.766,3037.2,23.658,67.108,258.14,355.87,94.788,77.727,34.447,9.0603,24.16,6.8142,18.944,1.7016,36.222,14.214,20.115,1.2085,18.969,2.3434,4.9211,2.4464,0.023148,0.82876,0.10491,54.195,43.59,62.721,53.855,15.62,60.818,25.153,45.265,43.343,45.993,55.366,40.98,16.438,1
8,343.0,369,0.13031,3670.7,4456.8,9.3436,26.653,42.712,2658.1,74.277,120.4,0.38361,80.732,51.376,2590.3,24.869,50.526,3035.9,23.339,67.164,256.4,356.37,94.438,77.987,34.584,9.3272,23.698,6.9377,18.679,1.78,36.58,14.292,19.689,1.3462,18.59,2.375,5.0798,2.4672,0.023148,0.82876,0.10491,54.195,43.59,63.622,53.26,13.109,62.891,24.952,44.039,42.149,47.75,55.525,41.403,17.149,1
8,343.0,370,0.1307,3696.0,4444.9,9.4491,26.66,42.546,2657.1,74.838,120.41,0.38292,80.801,51.117,2588.1,25.878,50.541,3034.1,22.88,67.265,256.01,356.28,94.51,77.454,34.584,9.3272,23.698,6.9377,18.679,1.78,36.58,14.292,19.689,1.3462,18.59,2.375,5.0798,2.4672,0.023148,0.82876,0.10491,54.195,43.59,63.186,53.401,13.071,62.195,25.182,44.123,41.386,47.786,55.558,40.996,18.256,1
8,343.0,371,0.092088,3660.6,4529.2,9.4357,27.209,42.308,2653.5,73.405,120.39,0.39488,80.826,49.81,2585.0,24.58,51.153,3031.7,23.128,67.284,257.07,356.69,94.392,77.686,34.81,8.9929,23.248,6.5899,18.344,1.7107,36.8,14.319,19.251,1.3977,18.12,2.3848,4.9982,2.3469,0.014646,0.82548,0.084383,53.778,44.364,62.718,53.038,9.5105,62.701,25.226,45.389,37.54,49.202,55.179,41.667,17.628,1
8,343.0,372,0.093964,3636.7,4449.5,9.5975,27.041,42.334,2652.8,73.245,120.39,0.39334,80.937,50.962,2585.2,26.696,50.253,3030.0,22.817,67.311,257.2,356.7,94.576,78.025,34.81,8.9929,23.248,6.5899,18.344,1.7107,36.8,14.319,19.251,1.3977,18.12,2.3848,4.9982,2.3469,0.014646,0.82548,0.084383,53.778,44.364,63.129,53.993,9.326,62.113,25.486,45.577,40.931,47.119,55.042,41.232,18.315,1
8,343.0,373,0.050562,3778.4,4494.6,9.4888,27.149,42.335,2652.7,74.376,120.43,0.39761,81.056,49.821,2584.7,24.267,51.323,3030.5,22.138,67.318,255.62,357.05,94.366,78.185,34.82,9.0607,23.077,6.8906,18.434,1.7394,36.912,14.368,19.349,1.2764,18.081,2.3747,5.047,2.4255,0.014646,0.82548,0.084383,53.778,44.364,63.853,54.318,4.3474,62.129,25.348,46.476,37.572,49.595,55.056,42.375,19.883,1
