,CBC_Closed,CBC_close,CBC_isOpen,CBC_open,ExU_On,ExU_isOff,HP_Pump_isOff,LP_Pump_On,MPA_A_701124,MPA_InitPos,MPA_WorkPos,MPA_toInitPos,MPA_toWorkPos,MPC_Closed,MPC_close,MPC_isOpen,MPC_open,MP_Inactive,M_Lifebit,M_PowerOnDuration,M_WarnWithStacklight,Prog_A_701330,Prog_CuttingTime,Prog_CycleTime,Prog_LineNo,Prog_Name,Prog_Name_LineNo,SL_Green,SL_Red,SR_A_67040,Spd_ActPos_C,Spd_ActPos_X,Spd_ActPos_Z,Spd_ActSpeed_C,Spd_ActSpeed_X,Spd_ActSpeed_Z,Spd_InnerCoolOn,Spd_OuterCoolOn,TL_Locked,TL_lock,TL_unlock,T_A_701309,T_ActToolIdent,WCL_InitPos,WCL_Locked,WCL_Unlocked,WCL_WorkPos,WCL_toInitPos,WCL_toWorkPos,SRL_lock,SRL_unlock,SRL_Unlocked,CLF_Filter_Ok,CLT_Level_lt_Min,F_Filter_Ok,HP_Pump_Ok,Hyd_Filter_Ok,Hyd_IsEnabled,Hyd_Level_Ok,Hyd_Pump_Ok,Hyd_Pump_On,Hyd_Pump_isOff,Hyd_Temp_lt_70,Hyd_Temp_lt_80,Hyd_Valve_P_Up,LP_Pump_Ok,LT_Level_Ok,LT_Pump_Ok,Lubr_On,Lubr_P_Ok,M_ErrorActive,M_WarnActive,SL_Yellow,SRL_Locked,SR_loosen,SR_tighten,WC_inPos,WC_collet_inPos,WC_finPart_inPos,WC_inTendingPos,WC_rawPart_inPos,label
37,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1198.0,0.0,0.0,7850375.526418204,10179.110001156258,24.25834,1000.0,27.23162,1.0,0.0,0.0,317.10117,69.70522,254.46334,-196413.57421875,-0.01758260048728636,-163.7000735023213,0.0,0.0,1.0,1.0,0.0,0.0,471.62778,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
38,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2464.0,0.0,0.0,7854071.635,63207.38,39.03779,60.60236,36.34573,1.0,0.0,0.0,185.779,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
39,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2569.0,0.0,0.0,7854225.873,0.0,1000.0,275.52018,371.84518,0.0,0.0,0.0,30.0,148.467,425.999,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
40,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,130.0,0.0,0.0,7855943.897,7625.094,100.11571,565.46538,104.08668,1.0,0.0,0.0,30.0,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
41,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,310.0,0.0,0.0,7859776.782,18421.368,24.25834,1000.0,27.23162,1.0,0.0,0.0,190.809,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
42,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10761.0,0.0,0.0,7890611.789,9783.064,39.03779,16.38599,2.18679,1.0,0.0,0.0,200.842,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
43,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,11444.0,0.0,0.0,7892590.367,2419.018,128.34408,1000.0,142.88249,1.0,0.0,0.0,10.609,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.19332,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
44,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,11504.0,0.0,0.0,7893448.377,550.542,139.23599,35.25593,113.42946,1.0,0.0,0.0,0.0,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
45,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,18869.0,0.0,0.0,7895881.136,12177.172,162.99984,201.90284,125.33746,1.0,0.0,0.0,31.14,312.5,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
46,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,18904.0,0.0,0.0,7896397.6,14278.198,227.14223,259.48423,31.07383,1.0,0.0,0.0,31.14,749.25,288.224,0.0,0.0,-2000.0,0.0,0.0,1.0,1.0,0.0,0.0,382.36132,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
47,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,19044.0,0.0,0.0,7897151.154,22673.854,881.07755,98.4155,400.96236,1.0,0.0,0.0,126.632,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,290.65445,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
48,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,19079.0,0.0,0.0,7897960.24,24768.444,112.61858,1000.0,134.61514,1.0,0.0,0.0,262.382,70.516,287.144,-172568.848,-71.882,0.0,0.0,0.0,1.0,1.0,0.0,0.0,471.62778,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
49,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,20139.0,0.0,0.0,7898732.536,88370.342,93.73001,565.46538,87.55479,1.0,0.0,0.0,30.0,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
50,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,20309.0,0.0,0.0,7899329.62,98570.602,128.34408,1000.0,142.88249,1.0,0.0,0.0,184.446,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
51,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,20399.0,0.0,0.0,7900158.461,103969.212,157.76184,82.74894,120.87601,1.0,0.0,0.0,31.14,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
52,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,20524.0,0.0,0.0,7900987.263,111469.252,28.62019,1000.0,35.33804,1.0,0.0,0.0,304.108,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
53,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,23218.0,0.0,0.0,7901922.150867353,273155.812172968,27.68845,565.46538,33.34741,1.0,0.0,0.0,30.0,117.1618,360.692,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
54,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,27300.0,0.0,0.0,7903384.755,2681.302,5.04471,16.38599,6.57671,1.0,0.0,0.0,137.906,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
55,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,27376.0,0.0,0.0,7903973.029,7216.048,335.76357,139.4693,396.32795,1.0,0.0,0.0,174.712,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,193.71613,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
56,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,27428.0,0.0,0.0,7904386.991271372,1349.1499999819207,5.43697,1000.0,7.87997,1.0,0.0,0.0,191.43428,-2.68069,444.41,-215969.23828125,0.0,-35857.74980320641,0.0,1.0,1.0,1.0,0.0,0.0,290.65445,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
57,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,27473.0,0.0,0.0,7905424.961,4054.03,157.76184,82.74894,120.87601,1.0,0.0,0.0,31.14,612.124,353.15,0.0,0.0,-2500.0,0.0,0.0,1.0,1.0,0.0,0.0,382.36132,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
58,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,27543.0,0.0,0.0,7906069.045547082,8247.42000076272,20.55627,259.48423,24.88437,1.0,0.0,0.0,31.14,749.25,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,382.36132,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0
59,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,27763.0,0.0,0.0,7907370.832,935.848,881.07755,110.2354,204.47218,1.0,0.0,0.0,229.121,150.0,495.0,-38882.812,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
60,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,27918.0,0.0,0.0,7908044.134,10234.686,151.22828,1000.0,155.58841,1.0,0.0,0.0,336.474,8.154,335.269,-177328.125,-0.018,-128.054,0.0,1.0,1.0,1.0,0.0,0.0,290.65445,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
61,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,27986.0,0.0,0.0,7908986.882,14294.016,39.03779,60.60236,36.34573,1.0,0.0,0.0,139.584,323.482,371.521,-32611.816,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,193.71613,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
62,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,28039.0,0.0,0.0,7909533.004,17498.514,881.07755,98.4155,400.96236,1.0,0.0,0.0,155.491,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
63,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,28158.0,0.0,0.0,7910035.938,0.144,86.63909,275.52018,34.07499,1.0,0.0,0.0,30.0,148.499,426.479,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
64,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28368.0,0.0,0.0,7910206.62,12522.988,881.07755,565.46538,10.83125,1.0,0.0,0.0,30.0,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
65,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,28963.0,0.0,0.0,7912421.169,9480.608,39.60133,1000.0,27.40075,1.0,0.0,0.0,283.723,6.671,495.0,-185141.602,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,290.65445,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
66,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,29213.0,0.0,0.0,7914767.905,24440.65,162.99984,201.90284,125.33746,1.0,0.0,0.0,31.14,312.5,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
67,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,29408.0,0.0,0.0,7918475.432,36066.076,20.74702,1000.0,25.15927,1.0,0.0,0.0,203.166,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,471.62778,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
68,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,29463.0,0.0,0.0,7919359.044,39365.506,221.32904,259.48423,214.4144,1.0,0.0,0.0,140.766,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
69,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,29623.0,0.0,0.0,7922089.972,3416.492,139.8013,565.46538,138.1848,1.0,0.0,0.0,30.0,148.499,447.312,0.0,0.0,-1000.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
70,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,29658.0,0.0,0.0,7922950.222,5517.902,117.29233,1000.0,112.5044,1.0,0.0,0.0,92.782,8.18,385.392,-177143.555,-2.448,-37.054,0.0,1.0,1.0,1.0,0.0,0.0,290.65445,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
71,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,40823.0,0.0,0.0,7971319.08,1758.06,11.27529,16.38599,2.07369,1.0,0.0,0.0,181.882,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
72,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,40861.0,0.0,0.0,7972109.992,4036.486,2.34673,263.56143,3.6985,1.0,0.0,0.0,198.78,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
73,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,40927.0,0.0,0.0,7972900.899,7975.58,39.03779,60.60236,36.34573,1.0,0.0,0.0,165.833,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
74,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,41163.0,0.0,0.0,7976109.753,22139.34,5.04471,16.38599,6.57671,1.0,0.0,0.0,165.483,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,41853.0,0.0,0.0,7977179.767,2473.29,39.03779,60.60236,36.34573,1.0,0.0,0.0,170.576,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
